timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2026-05-28 18:00:00+00:00,81,80,495707,321446
2026-05-29 00:00:00+00:00,80,79,431429,321314
2026-05-29 06:00:00+00:00,80,80,695135,543077
2026-05-29 12:00:00+00:00,82,81,298181,217336
2026-05-29 18:00:00+00:00,81,81,405999,577747
2026-05-30 00:00:00+00:00,80,79,466644,337494
2026-05-30 06:00:00+00:00,81,79,473305,415737
2026-05-30 12:00:00+00:00,81,79,178780,188145
2026-05-30 18:00:00+00:00,80,80,239276,395229
2026-05-31 00:00:00+00:00,81,80,316133,429757
2026-05-31 06:00:00+00:00,79,79,535221,332424
2026-05-31 12:00:00+00:00,78,78,410168,503987
2026-05-31 18:00:00+00:00,80,79,97922,245993
2026-06-01 00:00:00+00:00,80,79,131732,241596
2026-06-01 06:00:00+00:00,80,79,479300,792536
2026-06-01 12:00:00+00:00,79,78,520073,287722
2026-06-01 18:00:00+00:00,80,80,219577,303259
2026-06-02 00:00:00+00:00,80,80,192518,352574
2026-06-02 06:00:00+00:00,79,80,918864,345665
2026-06-02 12:00:00+00:00,79,79,416404,280634
2026-06-02 18:00:00+00:00,79,78,95658,459860
2026-06-03 00:00:00+00:00,80,80,343667,602448
2026-06-03 06:00:00+00:00,80,78,430578,395800
2026-06-03 12:00:00+00:00,79,78,307319,363752
2026-06-03 18:00:00+00:00,79,78,96727,148047
2026-06-04 00:00:00+00:00,80,79,286500,346823
2026-06-04 06:00:00+00:00,79,78,256756,275238
2026-06-04 12:00:00+00:00,79,78,80758,136083
2026-06-04 18:00:00+00:00,78,78,43593,117633
2026-06-05 00:00:00+00:00,79,78,96190,153944
2026-06-05 06:00:00+00:00,78,77,333315,242388
2026-06-05 12:00:00+00:00,77,77,88557,205600
2026-06-05 18:00:00+00:00,77,77,145403,157200
2026-06-06 00:00:00+00:00,78,77,101845,264976
2026-06-06 06:00:00+00:00,77,76,141412,138479
2026-06-06 12:00:00+00:00,76,76,181298,156281
2026-06-06 18:00:00+00:00,77,76,140580,344264
2026-06-07 00:00:00+00:00,77,76,108126,212642
2026-06-07 06:00:00+00:00,77,76,13559,3255
2026-06-07 12:00:00+00:00,76,76,227070,348986
2026-06-07 18:00:00+00:00,76,75,122172,259461
2026-06-08 00:00:00+00:00,77,76,338672,372349
2026-06-08 06:00:00+00:00,76,75,667839,324073
2026-06-08 12:00:00+00:00,77,76,147527,463337
2026-06-08 18:00:00+00:00,78,77,308933,471048
2026-06-09 00:00:00+00:00,77,77,146261,285642
2026-06-09 06:00:00+00:00,77,80,10505,42035
